songs.id,songs.title,songs.artist
697,Elloco,Javier Solis
698,Sombras,Javier Solis
699,Cuando Calienta el Sol,Javier Solis
700,Payaso,Javier Solis
701,Y,Javier Solis
702,En Mi Viejo San Juan,Javier Solis
703,Que Va,Javier Solis
704,Entrega Total,Javier Solis
705,En Tu PELO,Javier Solis
706,Esclavo y Amo,Javier Solis
707,Luz De Luna,Javier Solis
708,Escandalo,Javier Solis
709,Echame a Mi la Culpa,Javier Solis
710,Lloraras, Lloraras,Javier Solis
711,Cenizas,Javier Solis
712,He Sabido Que Te Amaba,Javier Solis
713,El Loco,Javier Solis
714,Lamento Borincano,Javier Solis
715,Renunciacion,Javier Solis
716,Si Dios Me Quita la Vida,Javier Solis
717,Moliendo Café,Javier Solis
718,Amigo Organillero,Javier Solis
719,La Corriente,Javier Solis
720,Ojitos Traidores,Javier Solis
721,Esta Tristeza Mia,Javier Solis
722,Amor Se Paga Con Amor,Jennifer Lopez
723,On The Floor,Jennifer Lopez & Pitbull
724,Rock del Angelito,Jimmy Rodgers
725,PenELOpe,Joan Manuel Serrat
726,Cantares,Joan Manuel Serrat
727,PenELOpe,Joan Manuel Serrat
728,Tu Nombre Me Sabe a Hierba,Joan Manuel Serrat
729,Esos Locos Bajitos,Joan Manuel Serrat
730,Hoy Puede Se Un Gran Dia,Joan Manuel Serrat
731,De Carton Piedra,Joan Manuel Serrat
732,Aquellas Prequenas Cosas,Joan Manuel Serrat
733,Fiesta,Joan Manuel Serrat
734,Señora,Joan Manuel Serrat
735,Secreto De Amor,Joan Sebastian
736,Un Idiota,Joan Sebastian
737,Tatuajes,Joan Sebastian
738,El Taxista,Joan Sebastian
739,Juliantla,Joan Sebastian
740,Rumores,Joan Sebastian
741,Llorar,Joan Sebastian
742,Secreto De Amor,Joan Sebastian
743,Negra Consentida,Joaquin P.
744,Y Nos Dieron las Diez,Joaquin Sabina
745,Y Nos Dieron las Diez,Joaquin Sabina
746,Otro Dias Mas Sin Verte,Jon Secada
747,Si Te Vas,Jon Secada
748,Por Amor,Jon Secada-Gloria Estefan
749,Pais Tropical (Brazilian),Jorge Ben
750,Sapo Cancionero,Jorge Chagra
751,Quitame a Ese Hombre del Corazon,Jorge Luis Piloto
752,Juguete,Jorge Massias
753,Con la Misma Piedra,Jorge Massias
754,Como Te Voy a Olvidar,Jorge Mejia
755,No Prometas Lo Que No Sera,Jorge Muñiz-Maria del Sol
756,Viva Mexico,Jorge Negrete
757,La Media Vuelta,Jose Alfredo Jimenez
758,Amaneci En Tus Brazos,Jose Alfredo Jimenez
759,Pa Todo el Año,Jose Alfredo Jimenez
760,Amarga Navidad,Jose Alfredo Jimenez
761,Cuando Vivas Conmigo,Jose Alfredo Jimenez
762,Corazon Corazon,Jose Alfredo Jimenez
763,Poco a Poco,Jose Alfredo Jimenez
764,Serenata Sin Luna,Jose Alfredo Jimenez
765,Ella,Jose Alfredo Jimenez
766,Pa Todo el Año,Jose Alfredo Jimenez
767,Declarate Inocente,Jose Alfredo Jimenez
768,Amaneci En Tus Brazos,Jose Alfredo Jimenez
769,Cuando Vivas Conmigo,Jose Alfredo Jimenez
770,La Enorme Distancia,Jose Alfredo Jimenez
771,La Que Se Fue,Jose Alfredo Jimenez
772,Tu y las Nubes,Jose Alfredo Jimenez
773,Que Bonito Amor,Jose Alfredo Jimenez
774,Amarga Navidad,Jose Alfredo Jimenez
775,Serenata Sin Luna,Jose Alfredo Jimenez
776,Amaneci En Tus Brazos,Jose Alfredo Jimenez
777,El Siete Mares,Jose Alfredo Jimenez
778,Echame a Mi la Culpa,Jose Angel Espinoza
779,Me Llamo Raquel,Jose Antonio Coria
780,Feliz Navidad,Jose Feliciano
781,Que No Quede Huella,Jose G. Esparza
782,El Amor Acaba,Jose Jose
783,Pero Te Extraño,Jose Jose
784,Y que?,Jose Jose
785,Almohada,Jose Jose
786,Cuidado,Jose Jose
787,Payaso,Jose Jose
788,La Nave Del Olvido,Jose Jose
789,Me Basta,Jose Jose
790,Nadie Simplemente Nadie,Jose Jose
791,Solo Una Mujer,Jose Jose
792,Quemame Los Ojos,Jose Jose
793,Lo Pasado Pasado,Jose Jose
794,Almohada,Jose Jose
795,Lo Pasado Pasado,Jose Jose
796,Cuando Vayas Conmigo,Jose Jose
797,No Me Platiques Mas,Jose Jose
798,Mi Vida,Jose Jose
799,Cosas Imposibles,Jose Jose
800,El Triste,Jose Jose
801,Mi Nina,Jose Jose
802,Desesperado,Jose Jose
803,Lo Dudo,Jose Jose
804,Del Altar a la Tumba,Jose Jose
805,Preso,Jose Jose
806,Solo Yo Seguire Siendo Tuyo,Jose Jose
807,Alguien Vendra,Jose Jose
808,Entre Ella y Tu,Jose Jose
809,Quiero Que Brindemos Por Ella,Jose Jose-Jose Feliciano
810,Te Quiero Asi,Jose Jose-Lani Hall
811,Te Quiero Asi,Jose Jose-Lany Hall
812,Tiempo y Destiempo,Jose Jose-Marco a Muñiz
813,Y Como Es El,Jose Luis Perales
814,Me Llamas,Jose Luis Perales
815,Mujer Contra Mujer,Jose Ma. Cano
816,Vive,Jose Maria Napoleon
817,Eres,Jose Maria Napoleon
818,Martha (Ella Se Llamaba),Jose Maria Napoleon
819,Eres,Jose Maria Napoleon
820,Hombre,Jose Maria Napoleon
821,Vive,Jose Maria Napoleon
822,Con Mis Alas Rotas,Jose Roberto Martinez
823,Lamparas Sin Luz,Jose Torres
824,Garufa,Juan Antonio Callazo
825,Soy Feliz,Juan Bruno Tarraza
826,La Incondicional,Juan Carlos Calderon
827,Noche De Copas,Juan Carlos Calderon
828,La Pollera Colora,Juan Carlos Madera
829,Caminito,Juan De Dios Filiberto
830,Nadie Baila Como Tu,Juan Gabriel
831,La Guirnalda,Juan Gabriel
832,Abrazame Muy Fuerte,Juan Gabriel
833,Dejame Vivir,Juan Gabriel-Rocio Durcal
834,Que Me Des Tu Carino,Juan Luis Guerra
835,Bendita Tu Luz,Juan Luis Guerra & Mana
836,Cariño Verdad,Juan Mendoza
837,Por Que Me Habras Besado,Juan Pardo-Rocio Jurado
838,Ahora Que Soy Libre,Juan y Juan
839,La Camisa Negra,Juanes
840,La Camisa Negra,Juanes
841,A Dios Le Pido,Juanes
842,Lo Que Me Gusta A Mi,Juanes
843,Me Enamora,Juanes
844,Lento,Julieta Venegas
845,Lento,Julieta Venegas
846,Andar Conmigo,Julieta Venegas
847,Limon y Sal,Julieta Venegas
848,Me Voy,Julieta Venegas
849,Eres Para Mi,Julieta Venegas
850,Inolvidable,Julio Gutierrez
851,Por el Amor De Una Mujer,Julio Iglesias
852,Hey,Julio Iglesias
853,Soy Un Truhan Soy Un Señor,Julio Iglesias
854,Por el Amor De Una Mujer,Julio Iglesias
855,Hey,Julio Iglesias
856,Me Olvide De Vivir,Julio Iglesias
857,Zar la Vida,Julio Iglesias
858,A Flor De Piel,Julio Iglesias
859,A Veces Tu, a Veces Yo,Julio Iglesias
860,Alma Llanera,Julio Iglesias
861,Caminito,Julio Iglesias
862,El Amor,Julio Iglesias
863,Me Olvide De Vivir,Julio Iglesias
864,Por el Amor De Una Mujer,Julio Iglesias
865,Quiereme,Julio Iglesias
866,Sono Io,Julio Iglesias
867,Un Canto a Galicia,Julio Iglesias
868,Rio Rebelde,Julio Iglesias
869,Si Vuelves a Besarme Asi,K-Libre
870,Con Olor a Hierba,K-Paz De la Siera
871,Mi Credo,K-Paz De la Sierra
872,Volvere,K-Paz De la Sierra
873,Pero Te Vas a Arrepentir,K-Paz De la Sierra
874,La Calle De las Sirenas,Kabah
875,Amor De Estudiante,Kabah
876,La Vida Que Va,Kabah
877,Dile Que la Amo,Kairo
878,No Me Quiero Enamorar,Kalimba
879,Tu Corazon Lo Sabe,Kalimba
880,No Me Quiero Enamorar,Kalimba
881,Tu Corazón Lo Sabe,Kalimba
882,Me Estoy Enamorando,Kike Santander
883,Si Tu Supieras,Kike Santander
884,No Se Olvidar,Kike Santander
885,Azul,Kike Santander
886,Tantita Pena,Kiko Campos
887,Como Es Posible Que a Mi Lado,Kilo Cobrion
888,Los Hombres No Deben Llorar,King Clave
889,Na Na Na (Dulce Niña),Kumbia Kings
890,Sabes a Chocolate,Kumbia Kings
891,A Que Te Pongo,Kumbia Kings
892,Azucar,Kumbia Kings
893,Boom Boom,Kumbia Kings
894,Desde Que No Estas Aqui,Kumbia Kings
895,Dime Quien,Kumbia Kings
896,Fuego,Kumbia Kings
897,Fuiste Mala,Kumbia Kings
898,Insomnio,Kumbia Kings
899,No Tengo Dinero,Kumbia Kings
900,Sabes a Chocolate,Kumbia Kings
901,Shhh,Kumbia Kings
902,Te Quiero a Ti,Kumbia Kings
903,Mentira,L y M Cuevas
904,Entra En Mi Vida,L. Garcia
905,Kilometros,L. Garcia
906,Tristes Recuerdos,Lara Catarino
907,Soy Un Desastre,Lara y Monarrez
908,Se Fue,Laura Pausini
909,Vive Ya,Laura Pausini & Andrea Bocelli
910,Te Juro Que Te Amo,Lauzi Mogol Prudente
911,Te He Prometido,Leo Dan
912,Mary Es Mi Amor,Leo Dan
913,Marisa,Leo Dan
914,El Ultimo Beso,Leo Dan
915,Celia,Leo Dan
916,Como Te Extraño Mi Amor,Leo Dan
917,Fanny,Leo Dan
918,Mary Es Mi Amor,Leo Dan
919,Siempre Estoy Pensando En Ella,Leo Dan
920,Te He Prometido,Leo Dan
921,Toquen Mariachis Toquen,Leo Dan
922,Tu Me Pides Que Te Olvide,Leo Dan
923,Solo Le Pido a Dios,Leon Gieco
924,Fuiste Mia Un Verano,Leonardo Favio
925,O Quiza Simplemente Le Regale Un Arosa,Leonardo Favio
926,Fuiste Mia Un Verano,Leonardo Favio
927,Ella Ya Me Olvido,Leonardo Favio
928,Fuiste Mia Un Verano,Leonardo Favio
929,Mi Amante Niña, Mi Compañera,Leonardo Favio
930,Mi Tristeza Es Mia,Leonardo Favio
931,Ni el Clavel Ni la Rosa,Leonardo Favio
932,No Juegues Mas,Leonardo Favio
933,O Quizas Simplemente Te Regale Una Rosa,Leonardo Favio
934,Quiero Aprender De Memoria,Leonardo Favio
935,Un Disco Mas,Leopoldo Gonzalez
936,La Hiedra Venenosa,Lieber - Stoller
937,El Rock De la Carcel,Lieber - Stoller
938,Por Cobardia,Lila Deneken
939,Sentimientos,Limite
940,Alma Rebelde,Limite
941,Dos Amores,Lolita De la Colina
942,Tatuajes,Londres Perez
943,El Gran Tomas,Loudermille John
944,Cuentame,Lucero
945,Lazos De Amor,Lucero
946,A Partir De Hoy,Lucero
947,Te Amare Toda la Vida,Lucero
948,Cuatro Veces Amor,Lucero y Mijares
949,El Pecador,Lucho Gatica
950,Bonita,Luis Arcaraz
951,Sin Tu Latido,Luis Aute
952,Si Dios Me Quita la Vida,Luis Demetrio
953,La Puerta,Luis Demetrio
954,Rosas En el Mar,Luis Eduardo Aute
955,Tu Amor,Luis Fonsi
956,Solo Para Ti,Luis G. Escolar
957,Por Ti Volare,Luis Gomez Roldan
958,Cuando los Huaraches Se Acaban,Luis Leon Crespo
959,Los Muchachos De Hoy,Luis Miguel
960,Palabra De Honor,Luis Miguel
961,Isabel,Luis Miguel
962,La Chica del Bikini Azul,Luis Miguel
963,Suave,Luis Miguel
964,Pensar En Ti,Luis Miguel
965,Fria Como el Viento,Luis Miguel
966,Sera Que No Me Amas,Luis Miguel
967,Hasta Que Me Olvides,Luis Miguel
968,America,Luis Miguel
969,Entregate,Luis Miguel
970,Oro De Ley,Luis Miguel
971,Sol Arena y Mar,Luis Miguel
972,Dame,Luis Miguel
973,Sueña,Luis Miguel
974,Amarte Es Un Placer,Luis Miguel
975,Aun Te Amo,Luis Miguel
976,Besame Mucho,Luis Miguel
977,Que Ganas De No Verte Nunca Mas,Lupita D'alessio
978,Inocente Pobre Amiga,Lupita D'alessio
979,Que Ganas De No Verte Nunca Mas,Lupita D'alessio
980,Ni Guerra Ni Paz,Lupita D'alessio
981,Disculpame,Lupita D'alessio
982,Mentiras,Lupita D'alessio
983,Lo Siento Mi Amor,Lupita D'alessio
984,Mi Corazon Es Un Gitano,Lupita D'alessio
985,Mentiras,Lupita Dalesio
986,Lo Siento Mi Amor,Lupita Dalesio
987,Que Ganas De No Verte Nunca Mas,Lupita Dalesio
988,Mentiras,Lupita Dalesio
989,Mudanzas,Lupita Dalesio
990,Ni Guerra, Ni Paz,Lupita Dalesio
991,Lo Siento Mi Amor,Lupita Dalesio
992,Ese Fue Tu Error,Lupita Dalesio
993,Quien Te Crees Tu,Lupita Dalesio
994,Se Vende Esta Casa,Lupita Dalesio
995,Ese Hombre,Lupita Dalesio
996,Vieras Cuantas Ganas Tengo,Lupita Dalesio
997,Ya No Regreso Contigo,Lupita Dalesio
998,Ni Loca,Lupita Dalesio
999,Que Ganas De No Verte Nunca Mas,Lupita Dalesio
1000,Inocente Pobre Amiga,Lupitad'alessio
1001,Lo Siento Mi Amor,Lupitad'alessio
1002,Te Quiero,Lyon Partnership
1003,Si las Gotas De Lluvia,Lyon Partnership
1004,Ayer,M. Davi Foster
1005,Mi Cariñito,M. Esperon
1006,La Botella,Mach & Daddy
1007,Veras,Madonna
1008,No Lo Hare,Mafia, La
1009,Pachuco,Maldita Vecindad
1010,Corazon Espinado,Mana
1011,Te Solte la Rienda,Mana
1012,Se Me Olvido Otra Vez,Mana
1013,Oye Mi Amor,Mana
1014,Clavado En Un Bar,Mana
1015,Hechicera,Mana
1016,Perdido En Un Barco,Mana
1017,Vivir Sin Aire,Mana
1018,Huele a Tristeza,Mana
1019,Como Duele En los Labios,Mana
1020,Rayando el Sol,Mana
1021,En el Muelle De San Blas,Mana
1022,Se Me Olvido Otra Vez,Mana
1023,Hechicera,Mana
1024,Tu Tienes Lo Que Quiero,Mana
1025,Te Llore Un Rio,Mana
1026,Rayando el Sol,Mana
1027,Como Te Deseo,Mana
1028,Clavado En Un Bar,Mana
1029,Corazon Espinado,Mana
1030,Oye Mi Amor,Mana
1031,Labios Compartidos,Mana
1032,Oye Mi Amor,Mana
1033,Dejame Entrar,Mana
1034,Sabanas Frias,Mana Con Ruben Blades
1035,Hoy Por Ti,Mañana Por Mi - J. Tunne
1036,Luto En Mi Alma,Manny Delgado
1037,Ahora Que Soy Libre,Manoella Torres
1038,Que Me Perdone Tu Señora,Manoella Torres
1039,Llamarada,Manolo Muñoz
1040,En Un Rincon del Alma,Manolo Muñoz
1041,Vamos a Amarnos Mas Despacio,Manuel Alejandro
1042,Terco Corazon,Manuel Alejandro
1043,Tengo Mucho Que Aprender De Ti,Manuel Alejandro
1044,Como Yo Te Amo,Manuel Alejandro
1045,Ese Hombre,Manuel Alejandro
1046,Frente a Frente,Manuel Alejandro
1047,Te Propongo Separarnos,Manuel Alejandro
1048,En Carne Viva,Manuel Alejandro
1049,Pobre Diablo,Manuel Alejandro
1050,Insoportablemente Bella,Manuel Alejandro
1051,Procura Olvidarte,Manuel Alejandro
1052,Un Toque De Locura,Manuel Alejandro
1053,Me Voy a Quitar De En Medio,Manuel Monterrosas
1054,La Lola,Manuel Quijano
1055,Adoro,Manzanero
1056,Contigo Aprendi,Manzanero
1057,No,Manzanero
1058,Esta Tarde Vi Llover,Manzanero
1059,Somos Novios,Manzanero
1060,Mia,Manzanero
1061,No Se Tu,Manzanero
1062,Nada Personal,Manzanero
1063,Como Yo Te Ame,Manzanero
1064,Te Extraño,Manzanero
1065,Voy a Apagar la Luz,Manzanero
1066,Cuando Estoy Contigo,Manzanero
1067,Nada Personal,Manzanero  Lisset
1068,La Plaga,Marascalgo
1069,Ahora Quien,Marc Anthony
1070,Vivir Mi Vida,Marc Anthony
1071,Si No Te Hubieras Ido,Marco a Solis
1072,La Pareja Ideal,Marco a Solis-Maricela
1073,O Me Voy O Te Vas,Marco Antonio Solis
1074,Si No Te Hubieras Ido,Marco Antonio Solis
1075,El Peor De Mis Fracasos,Marco Antonio Solis
1076,Se Que Me Vas a Dejar,Marco Antonio Solis
1077,La Venia Bendita,Marco Antonio Solis
1078,Si Te Pudiera Mentir,Marco Antonio Solis
1079,Como Fui a Enamorarme De Ti,Marco Antonio Solis
1080,El CELOso,Marco Antonio Solis
1081,Morenita,Marco Antonio Solis
1082,Si Te Pudiera Mentir,Marco Antonio Solis
1083,Si No Te Hubiera Ido,Marco Antonio Solis
1084,O Me Voy O Te Vas,Marco Antonio Solis
1085,Si No Te Hubieras Ido,Marco Antonio Solis
1086,La Venia Vendita,Marco Antonio Solis
1087,Cuando Te Acuerdes De Mi,Marco Antonio Solis
1088,La Pareja Ideal,Marco Antonio Solis
1089,El Peor De Mis Fracasos,Marco Antonio Solis
1090,Que Pena Me Das,Marco Antonio Solis
1091,Si Te Pudiera Mentir,Marco Antonio Solis
1092,No Puedo Olvidarla,Marco Antonio Solis
1093,Que Bello,Margarita
1094,Que Nadie Sepa Mi Sufrir,Margarita
1095,Amarraditos,Margarita Duron
1096,Lo Siento Mi Amor,Maria Alvarez Beigbeder
1097,Jurame,Maria Greever
1098,Cuando Vuelva a Tu Lado,Maria Greever
1099,La Bikina,Mariachi Vargas, El
1100,Sin El,Maricela
1101,Mi Problema,Maricela
1102,Sin El,Maricela
1103,Mi Problema,Maricela
1104,Amores De Barra,Marilia Andres Casares
1105,La Pachanga,Mario Gomez
1106,Adios Que Te Vaya Bien,Mario Pintor
1107,Amor a la Mexicana,Mario Pupparo
1108,Nomas Contigo,Mario Quintero
1109,Tu Dama De Hierro,Marisela
1110,Mi Problema,Marisela
1111,Sola Con Mi Soledad,Marisela
1112,Arrepentida,Marisela
1113,Porque Tengo Ganas,Marisela
1114,Sin El,Marisela
1115,A Escondidas,Marisela
1116,Tu Dama De Hierro,Marisela
1117,Mi Problema,Marisela
1118,Sola Con Mi Soledad,Marisela
1119,Sola Con Mi Soledad,Marisela
1120,Si No Te Hubieras Ido,Marisela
1121,Tu Dama De Hierro,Marisela
1122,Vete Mejor,Marisela
1123,Prefiero Ir Sola,Marisela
1124,Muriendo De Amor,Marisela
1125,Amigo Mio, Carino Mio,Marisela
1126,Ahora No,Marisela
1127,Sola Con Mi Soledad (Vocal),Marisela
1128,Si No Te Hubieras Ido (Vocal),Marisela
1129,Tu Dama De Hierro (Vocal),Marisela
1130,Vete Mejor (Vocal),Marisela
1131,Prefiero Ir Sola (Vocal),Marisela
1132,Muriendo De Amor (Vocal),Marisela
1133,Amigo Mio Carino Mio (Vocal),Marisela
1134,Ahora No (Vocal),Marisela
1135,Ahora Quien,Mark Anthony
1136,No Mas Contigo,Marlo Quintero
1137,Vivo Por Ella,Martha Sanchez-Andrea B
1138,Aca Entre Nos,Martin Urieta
1139,Que Me Lleven Canciones,Mazz
1140,Hijo De La Luna,Mecano
1141,Me Cuesta Tanto Olvidarte,Mecano
1142,Princesa Tibetana,Memo Mendez
1143,Mucha Mujer Para Ti,Mene - Rodriguez
1144,Claridad,Menudo
1145,Lluvia,Menudo
1146,Fuego,Menudo
1147,Enamoradisimo,Mercurio
1148,Creo En Ti,Mercurio
1149,Kids,MGMT
1150,Andres Cabas,Mi Bombon
1151,Olvidame Tu,Miguel Bose
1152,Amante Bandido,Miguel Bose
1153,Si Tu No Vuelves,Miguel Bose
1154,Los Chicos No Lloran,Miguel Bose
1155,Duende,Miguel Bose
1156,Don Diablo,Miguel Bose
1157,Morena Mia,Miguel Bose
1158,Morir De Amor,Miguel Bose
1159,Te Amare,Miguel Bose
1160,Amiga,Miguel Bose
1161,Te Dire,Miguel Bose
1162,Salamandra,Miguel Bose
1163,Si Tu No Vuelves,Miguel Bose
1164,Corazones,Miguel Bose-Ana Torroja
1165,Extraviate,Miguel Luna
1166,Cuando Seas Grande,Miguel Mateos
1167,Todo a Pulmon,Miguel Rios
1168,El Privilegio De Amar,Mijares
1169,Me Alimento De Ti,Mijares-Daniela Romo
1170,Mitad Tu,Mitad Yo - Cisneros Sanchez
1171,El Vendedor,Mocedades
1172,Piquito De Pollo,Morin - Armando
1173,Hasta el Limite,Myriam
1174,Hasta el Límite,Myriam
1175,Yo Te Voy a Amar,N Sync
1176,Vivimos Siempre Juntos,Nacho Cano
1177,Contigo Si,Nadia y Yahir
1178,Contigo Si,Nadia-Yahir
1179,Contigo Si,Nadia-Yahir
1180,Adestes Fideles,Navidad
1181,Amarga Navidad,Navidad
1182,Arre Borriquito,Navidad
1183,Blanca Navidad,Navidad
1184,Campanas De Belen,Navidad
1185,El Año Viejo,Navidad
1186,El Niño del Tambor,Navidad
1187,Feliz Navidad,Navidad
1188,Jingle Bells,Navidad
1189,Los Peces En el Rio,Navidad
1190,Noche De Paz,Navidad
1191,Ven a Cantar,Navidad
1192,Ven a Mi Casa Esta Navidad,Navidad
1193,Adestes Fideles,Navidad
1194,Arre Borriquito,Navidad
1195,Blanca Navidad,Navidad
1196,Campanas De Belen,Navidad
1197,El Niño del Tambor,Navidad
1198,Feliz Navidad,Navidad
1199,Jingle Bells,Navidad
1200,Los Peces En el Rio,Navidad
1201,Me Estan Robando la Fantasia,Navidad
1202,Mi Burrito Sabanero,Navidad
1203,Noche De Paz,Navidad
1204,Rodolfo el Reno,Navidad
1205,Santa Beso a Mama,Navidad
1206,Ven a Mi Casa Esta Navidad,Navidad
1207,Significas Todo Para Mi,Neil Sedaka
1208,Laura No Esta,Nek
1209,Laura No Esta,Nek
1210,Quien Eres Tu,Nelson Ned
1211,Happy Birthday,My Darling,Nelson Ned
1212,Quien Eres Tu,Nelson Ned
1213,Todo Pasara,Nelson Ned
1214,A Pesar De Todo,Nelson Ned
1215,Todavia Duele,Nelson Ned
1216,Contigo Aprendi,Nicho
1217,Cantares,Nicho
1218,Y Como Es El,Nicho
1219,Ay Amor,Nicho
1220,El Breve Espacio,Nicho
1221,Te Amo,Nicho
1222,Fuego Contra Fuego,Nicho
1223,Santa Lucia,Nicho
1224,Mariposa Teknicolor,Nicho
1225,Lo Que No Fue No Sera,Nicho
1226,Aquellos Ojos Verdes,Nilo Mendez
1227,Tristeza,Niltinho
1228,Callados,Ninel Conde-Jose Manuel Figueroa
1229,Vive En Mi,Nino Buonocore
1230,Al Norte del Corazon,Norlan - Gisel
1231,Antes,Obie Bermudes
1232,Antes,Obie Bermudez
1233,Flaca O Gordita,Olga Tanon
1234,Desilusioname,Olga Tanon
1235,Bandolero (Pop),Olga Tanon
1236,HiELO y Fuego,Olga Tañon
1237,Si Tu Boquita Fuera,Oliverio Garcia
1238,A Puro Dolor,Omar Alfaro
1239,Un Pie Tras Otro Pie,Onda Vaselina
1240,Mirame a los Ojos,Onda Vaselina
1241,Te Quiero Tanto,Onda Vaselina
1242,Himno a la Alegria,Orbe
1243,Geografia,Oreja De Van Gogh, La
1244,La Playa,Oreja De Van Gogh, La
1245,Rosas,Oreja De Van Gogh, La
1246,Paris,Oreja De Van Gogh, La
1247,Geografia,Oreja De Van Gogh, La
1248,Cuidate,Oreja De Van Gogh, La
1249,Mariposa,Oreja De Van Gogh, La
1250,Tu y Yo,Oreja De Van Gogh, La
1251,Puedes Contar Conmigo,Oreja De Van Gogh, La
1252,Sacudeme,Orlando Alonso
1253,Por Ti,Oscar Chavez
1254,Por Ti,Oscar Chavez
1255,Quizas Quizas Quizas,Oswaldo Farres
1256,Acercate Mas,Oswaldo Farres
1257,Shabadabada,Ov7
1258,Mas Que Amor,Ov7
1259,Ven Conmigo,Ov7
1260,Enloqueceme,Ov7
1261,Corrido Chihuahua,P. De Lille and F. Bermej
1262,Despeinada,P. Ortega
1263,Para Vivir,Pablo Milanes
1264,Yolanda,Pablo Milanes
1265,Cuanto Gane,Cuanto Perdi,Pablo Milanes
1266,Para Vivir,Pablo Milanes
1267,Las Mil y Una Noches,Pablo Pinilla
1268,Ven Devorame Otra Vez,Palmer Hdez
1269,La Llama,Palominos, Los
1270,Contigo,Panchos, Los
1271,Frente a Frente,Pandora
1272,Como Te Va Mi Amor?,Pandora
1273,Cuando No Estas Conmigo,Pandora
1274,Como Una Mariposa,Pandora
1275,Como Te Va Mi Amor,Pandora
1276,Ni Tu Ni Yo,Pandora
1277,Con Tu Amor,Pandora
1278,Matame Suavemente,Pandora
1279,Eres Divina,Patrulla 81
1280,Como Pude Enamorarte De Ti,Patrulla 81
1281,La Flaca,Pau Dones
1282,Mi Pueblo,Paul Anka
1283,Tu Cabeza En Mi Hombre,Paul Anka
1284,La Historia De Mi Amor,Paul Anka
1285,Asi Que Adios,Paul Anka
1286,Ritmo Total,Paul Barry
1287,Te Quise Tanto,Paulina Rubia
1288,Y Yo Sigo Aquí,Paulina Rubio
1289,Te Daria Mi Vida,Paulina Rubio
1290,Lo Hare Por Ti,Paulina Rubio
1291,El Ultimo Adios,Paulina Rubio
1292,Mirame a los Ojos,Paulina Rubio
1293,Yo No Soy Esa Mujer,Paulina Rubio
1294,Siempre Tuya Desde la Raiz,Paulina Rubio
1295,Enamorada,Paulina Rubio
1296,El Me Engaño,Paulina Rubio
1297,Amor De Mujer,Paulina Rubio
1298,Nieva Nieva,Paulina Rubio
1299,Mio,Paulina Rubio
1300,Mio,Paulina Rubio
1301,Y Yo Sigo Aquí,Paulina Rubio
1302,Lo Hare Por Ti,Paulina Rubio
1303,El Ultimo Adios,Paulina Rubio
1304,Ayudame,Paulina Rubio
1305,Ni Una Sola Palabra,Paulina Rubio
1306,Hoy Tengo Que Decirte Papa,Pedro Damian
1307,Un Mundo Raro,Pedro Fernandez
1308,Cuando Sale la Luna,Pedro Fernandez
1309,El Ultimo Trago,Pedro Fernandez
1310,Me Quede Con las Ganas,Pedro Fernandez
1311,Quien,Pedro Fernandez
1312,Vamos a Platicar,Pedro Fernandez
1313,Mi Forma De Sentir,Pedro Fernandez
1314,Serenata Huasteca,Pedro Fernandez
1315,Lluvia De Plata,Pedro Fernandez
1316,Sin Verte,Pedro Fernandez
1317,Laberintos De Pasion,Pedro Fernandez
1318,Obsesion,Pedro Flores
1319,Amor Perdido,Pedro Flores
1320,Perdon,Pedro Flores
1321,Malagueña Salerosa,Pedro Galindo
1322,Me Estoy Enamorando,Pepe Aguilar
1323,Por Mujeres Como Tu,Pepe Aguilar
1324,Me Estoy Acostumbrando a Ti,Pepe Aguilar
1325,Esa Mujer,Pepe Aguilar
1326,Ya Vete,Pepe Aguilar
1327,Por Una Mujer Bonita,Pepe Aguilar
1328,Miedo,Pepe Aguilar
1329,Guadalajara,Pepe Guizar
1330,Hockey Pockey,Pepe Luis Soto
1331,Amor Secreto,Perez Botija
1332,A Tu Encuentro,Pesado
1333,Asi Es Mi Amor,Pesado
1334,En Contra De Mi,Pesado
1335,Enamorate De Mi,Pesado
1336,Eso Me Gusta,Pesado
1337,Lastima Me Das,Pesado
1338,Mi Peor Enemigo,Pesado
1339,Mira Mija,Pesado
1340,No Tengas Miedo De Llorar,Pesado
1341,Para Que Vuelva Contigo,Pesado
1342,Pideme,Pesado
1343,Poema,Pesado
1344,Llegaste a Mi,Pichardo
1345,Mi Viejo,Piero
1346,Quitame Ese Hombre,Pilar Montenegro
1347,A Esa,Pimpinela
1348,Ahora Decide,Pimpinela
1349,Fuego Cruzado,Pinilla - Cabañas
1350,Yo Que No Vivo Sin Ti,Pino Donaccio
1351,Soy Lo Prohibido,Piruli
1352,Yo Lo Comprendo,Piruli
1353,Veronica,Piruli
1354,Me Quede Con las Ganas,Piruli
1355,Señora,Piruli
1356,Me Esta Gustando,Piruli
1357,Toda Una Vida,Piruli
1358,Mi Segundo Amor,Piruli
1359,Te Pido y Te Ruego,Piruli
1360,Condicion,Piruli
1361,Felicidad,Piruli
1362,La Ultima Cancion,Piruli
1363,Felicidad,Piruli
1364,Yo Lo Comprendo,Piruli
1365,Mi Segundo Amor,Piruli
1366,Señora,Piruli
1367,Mienteme,Piruli
1368,Veronica,Piruli
1369,A Que No,Piruli
1370,We Are One (Ole Ola),Pitbull Feat. Jennifer Lopez & Claudia Leitte
