songs.id,songs.title,songs.artist
1371,Hotel California,Police
1372,Darte Un Beso,Prince Royce
1373,Dueño De Nada,Puma, El
1374,Voy a Conquistarte,Puma, El
1375,Voy a Perder la Cabeza Por Tu Amor,Puma, El
1376,El Sol No Regresa,Quinta Estacion, La
1377,Amada Amante,R. Carlos
1378,Concavo y Convexo,R. Carlos
1379,Cien Años,R. Fuentes
1380,Total,R. Perdomo
1381,Tus Ojos,Rafael Acosta
1382,Capullito De Alheli,Rafael Hernandez
1383,Silencio,Rafael Hernandez
1384,Perfume De Gardenia,Rafael Hernandez
1385,No Se Lo Digas a Ella,Rafael Marquez
1386,Electricidad,Rafael Perez Botija
1387,Susanita Tiene Un Raton,Rafael Perez Botija
1388,Volcan,Rafael Perez Botija
1389,HiELO,Rafael Perez Botija
1390,Dejame Volver Contigo,Rafael Perez Botija
1391,Tu Voz,Ramon Cabrera
1392,Que Tal Te Va Sin Mi,Raphael
1393,Y Como Es,Raphael
1394,Yo Soy Aquel,Raphael
1395,Provocacion,Raphael
1396,Polvora,Ray Charles
1397,Por Volverte a Ver,Ray Girado
1398,Muchachita Consentida,Rayito Colombiano
1399,Nuestro Amor,Rbd
1400,Aun Ha Algo,Rbd
1401,Un Poco De Tu Amor,Rbd
1402,Otro Dia Que Va,Rbd
1403,Rebelde,Rbd
1404,Enseñame,Rbd
1405,Salvame,Rbd
1406,Tenerte y Quererte,Rbd
1407,Solo Quedate En Silencio,Rbd
1408,Fuego,Rbd
1409,Cuando el Amor Se Acaba,Rbd
1410,Santa No Soy,Rbd
1411,Salvame,Rbd
1412,Ser O Parecer,Rbd
1413,Fuego,Rbd
1414,Inalcanzable,RBD
1415,Me Duele Amarte,Reik
1416,Que Vida la Mia,Reik
1417,Noviembre Sin Ti,Reik
1418,El Golpe Traidor,Remberto Lopez Garza
1419,Como Te Extraño,Revolucion Emiliano Z
1420,Novia Mia,Rey Reyna
1421,Por los Caminos del Sur,Reybnoso
1422,Amor del Bueno,Reyli
1423,Amor del Bueno,Reyli
1424,Olvidarte,Ricardo Arjona
1425,Dime Que No,Ricardo Arjona
1426,Realmente No Estoy Tan Solo,Ricardo Arjona
1427,Te Conozco,Ricardo Arjona
1428,A Ti,Ricardo Arjona
1429,Yo Puedo Hacer,Ricardo Montaner
1430,Castillos Azul,Ricardo Montaner
1431,Tan Enamorados,Ricardo Montaner
1432,Besame,Ricardo Montaner
1433,En el Ultimo Lugar del Mundo,Ricardo Montaner
1434,Heridas De Amor,Ricardo Montaner
1435,Fuego De Noche,Ricky Martin
1436,Livin' la Vida Loca,Ricky Martin
1437,La Bomba,Ricky Martin
1438,La Copa De la Vida,Ricky Martin
1439,Vuelve,Ricky Martin
1440,She Bangs,Ricky Martin
1441,Vuelve,Ricky Martin
1442,She Bangs (Español),Ricky Martin
1443,Y Todo Queda En Nada,Ricky Martin
1444,Drop It on Me,Ricky Martin & Daddy Yankee
1445,Tu Recuerdo,Ricky Martin & la Mari
1446,Private Emotion,Ricky Martin & Meja
1447,Todos los Caminos Van a Ti,Ricky Martin-Sasha
1448,Mi Amiga,Mi Esposa Mi Amante,Rigo Tovar
1449,Payasito,Robert Weinstein
1450,Nunca Voy a Olvidarte,Roberto Balester
1451,Ponle Remedio,Roberto Blades
1452,La Barca,Roberto Cantoral
1453,Al Final,Roberto Cantoral
1454,Amigo,Roberto Carlos
1455,Detalles,Roberto Carlos
1456,Propuesta,Roberto Carlos
1457,Que Sera De Ti?,Roberto Carlos
1458,Propuesta,Roberto Carlos
1459,El Gato Que Esta Triste y Azul,Roberto Carlos
1460,El Timido,Roberto Pulido
1461,Cuatro Lagrimas,Roberto Vilchis
1462,Luna Magica,Rocio Banquells
1463,La Gata Bajo la Lluvia,Rocio Durcal
1464,Tarde,Rocio Durcal
1465,Jamas Te Dejare,Rocio Durcal
1466,Diferentes,Rocio Durcal
1467,Como Han Pasado los Años,Rocio Durcal
1468,Ya Te Olvide,Rocio Durcal
1469,Como Han Pasado los Años,Rocio Durcal
1470,No Sirvo Para Estar Sin Ti,Rocio Durcal
1471,Vestida De Blanco,Rocio Durcal
1472,Jamas Te Dejare,Rocio Durcal
1473,Quedate Conmigo Esta Noche,Rocio Durcal
1474,Como Tu Mujer,Rocio Durcal
1475,Tu Que Te Fuiste,Rocio Durcal
1476,Amor No, Gracias,Rocio Durcal
1477,El Amor Mas Bonito,Rocio Durcal
1478,Amor En el Aire,Rocio Durcal
1479,Una Oracion,Rocio Durcal
1480,Infiel,Rocio Durcal
1481,Como Han Pasado los Años,Rocio Durcal
1482,Me Nace del Corazon,Rocio Durcal
1483,Como Tu Mujer,Rocio Durcal
1484,Tarde,Rocio Durcal
1485,Volver a  Verte,Rocio Durcal
1486,Fue Tan Poco Tu Cariño,Rocio Durcal
1487,Por Que Fue Que Te Ame,Rocio Durcal
1488,La Muerte del Palomo,Rocio Durcal
1489,No Sirvo Para Estar Sin Ti,Rocio Durcal
1490,Jamas Me Cansare De Ti,Rocio Durcal
1491,La Gata Bajo la Lluvia,Rocio Durcal
1492,Fue Un Placer Conocerte,Rocio Durcal
1493,Señora,Rocio Jurado
1494,Por Que Me Habras Besado,Rocio Jurado-Juan Pardo
1495,Como Tu Mujer,Rociodurcal
1496,Yuyo Mata Yuyo,Rockin Devils, Los
1497,Gloria,Rockin Devils, Los
1498,Bule Bule,Rockind Evils, Los
1499,Juana la Cubana,Rodolfo Olivares
1500,Propuesta Indecente,Romeo Santos
1501,Confidente De Secundaria,Ron Hargrave
1502,Santa Lucia,Roque Narvaja
1503,Si Tu No Estas,Rosana
1504,Por Que No Fui Tu Amigo,Rosendo Montiel
1505,More Than This,Roxy Music
1506,Ay Preciosa,Roy Orbison
1507,Lo Mejor De Mi,Rudy Perez
1508,Pero Me Acuerdo De Ti,Rudy Perez
1509,Hay Otra En Tu Lugar,Rudy Perez
1510,El Angel De la Guarda,Salako
1511,MELOdia De Amor,Salvador - Lanjean
1512,Presumida,Samwell - Martinez
1513,El Bigote,Santi Luis Theodosio
1514,Afuera,Saul Hernandez
1515,La Locura Automatica,Secta All Star, La
1516,Amor Prohibido,Selena
1517,No Me Queda Mas,Selena
1518,Como la Flor,Selena
1519,Amor Prohibido,Selena
1520,Baila Mi Cumbia,Selena
1521,Bidi Bidi Bom Bom,Selena
1522,Como la Flor,Selena
1523,El Chico del Apartamento,Selena
1524,La Carcacha,Selena
1525,La Llamada,Selena
1526,La Techno Cumbia,Selena
1527,No Debes Jugar,Selena
1528,Si Una Vez,Selena
1529,Fuego y Pasion,Sentidos Opuestos
1530,Eternamente,Sentidos Opuestos
1531,Dalma  Bailar Pegados,Sergio Dalma
1532,Flores Negras,Sergio De Karlo
1533,Hay Amores y Amores,Sergio Facheli
1534,Fan Enamorada,Servando y Florentino
1535,Ciega Sordomuda,Shakira
1536,Estoy Aquí,Shakira
1537,Suerte,Shakira
1538,Te Aviso Te Anuncio,Shakira
1539,Te Dejo Madrid,Shakira
1540,Donde Estas Corazon,Shakira
1541,Moscas En la Casa,Shakira
1542,Antologa,Shakira
1543,Si Te Vas,Shakira
1544,Octavo Dia,Shakira
1545,Underneath Your Clothes,Shakira
1546,Suerte,Shakira
1547,Pies Descalzos,Shakira
1548,Don't Bother,Shakira
1549,Hips Don't Lie,Shakira & Wyclef Jean
1550,Ojala,Silvio Rodriguez
1551,Unicornio,Silvio Rodriguez
1552,Ojala,Silvio Rodriguez
1553,Unicornio Azul,Silvio Rodriguez
1554,Te Doy Una Cancion,Silvio Rodriguez
1555,1 2 3,Simbolo, El
1556,Levantando las Manos,Simbolo, El
1557,1 2 3,Simbolo, El
1558,Caballo Viejo (Llanera),Simon Diaz
1559,Te Vi Venir,Sin Bandera
1560,Amor Real,Sin Bandera
1561,Si la Vez,Sin Bandera
1562,Que Me Alcance la Vida,Sin Bandera
1563,Suelta Mi Mano,Sin Bandera
1564,Si Tu No Estas Aqui,Sin Bandera
1565,Sera,Sin Bandera
1566,Chica Alborotada,Slay - Crewe
1567,Como,Sociedad, La
1568,Vamos a Platicar,Socios del Ritmo
1569,Llorar,Socios del Ritmo, Los
1570,A Punto De CaramELO,Socios del Ritmo, Los
1571,Persiana Americana,Soda Estereo
1572,En la Ciudad De la Furia,Soda Stereo
1573,Nada Personal,Soda Stereo
1574,Lo Que Sangra (La Cupula),Soda Stereo
1575,Sobredosis De Tv,Soda Stereo
1576,Camaleon,Soda Stereo
1577,Tratame Suavemente,Soda Stereo
1578,De Música Ligera Karaoke,Soda Stereo
1579,Dile la Verdad,Solido
1580,Nada De Ti,Solido
1581,Tal Vez,Solido
1582,Tu,Solo Tu - Felipe Valdez Leal
1583,Que Nadie Sepa Mi Sufrir,Sonora Dinamita
1584,Se Me Perdio la Cadenita,Sonora Dinamita
1585,Mi Cu Cu,Sonora Dinamita
1586,El Africano,Sonora Dinamita
1587,Capullo y Sorullo,Sonora Dinamita
1588,Oye,Sonora Dinamita
1589,Saca la Maleta,Sonora Dinamita
1590,Si Vos Te Vas,Sonora Dinamita
1591,A Mover la Colita,Sonora Dinamita
1592,Mil Horas,Sonora Dinamita
1593,Cumbia Barulera,Sonora Dinamita
1594,Maruja,Sonora Dinamita
1595,Perfume De Gardenias,Sonora Santanera
1596,La Boa,Sonora Santanera
1597,Amor De Cabaret,Sonora Santanera
1598,El Mudo,Sonora Santanera
1599,Estoy Pensando En Ti,Sonora Santanera
1600,Luces De Nueva York,Sonora Santanera
1601,Mi Adios,Sonora Santanera
1602,Donde Estas Yolanda,Sonora Santanera
1603,Mi Razon,Sonora Santanera
1604,Por las Calles De Mexico,Sonora Santanera
1605,La Cumbia del Torero,Sonora Santanera
1606,El Orangutan,Sonora Santanera
1607,De Repente,Soraya
1608,Vete Con Ella,Spector Phillip
1609,Desesperada,Steven Singer
1610,Every Breath You Take,Sting
1611,Te Aviso,Te Anuncio - Shakira
1612,Toda Una Vida,Tecolines, Los
1613,Alborada,Tecolines, Los
1614,Popotitos,Teen Tops, Los
1615,L Aplaga  Diablo Con Vestido Azul,Teen Tops, Los
1616,Buen Rock Esta Noche,Teen Tops, Los
1617,Sigue Llamando,Teen Tops, Los
1618,Presumida,Teen Tops, Los
1619,El Rock De la Carcel,Teen Tops, Los
1620,Quien Puso el Bomp,Teen Tops, Los
1621,Quiero Ser Libre,Teen Tops, Los
1622,Lucila,Teen Tops, Los
1623,Anoche No Dormi,Teen Tops, Los
1624,Me Quede Contigo,Teen Tops, Los
1625,Por Amor,Thalia
1626,Sangre,Thalia
1627,Noches Sin Luna,Thalia
1628,Arrasando,Thalia
1629,Piel Morena,Thalia
1630,Amar Sin Ser Amada,Thalia
1631,A Quien Le Importa,Thalia
1632,Accion y Reaccion,Thalia
1633,Amor a la Mexicana,Thalia
1634,Arrasando,Thalia
1635,Cerca De Ti,Thalia
1636,En Esta Fiesta Mando Yo,Thalia
1637,Entre el Mar y Una Estrella,Thalia
1638,La Revancha,Thalia
1639,Maria la del Barrio,Thalia
1640,Mujer Latina,Thalia
1641,Piel Morena,Thalia
1642,Regresa a Mi,Thalia
1643,Rosalinda,Thalia
1644,Tu y Yo,Thalia
1645,No No No,Thalia & Aventura
1646,Besos De Ceniza,Timbiriche
1647,Si No Es Ahora,Timbiriche
1648,Con Todos Menos Conmigo,Timbiriche
1649,Tu y Yo,Timbiriche
1650,Si No Es Ahora,Timbiriche
1651,Corro VuELO Me Acelero,Timbiriche
1652,Noches De Verano,Timbiriche
1653,Perdona,Tizano Ferro
1654,Paloma Negra,Tomas Mendez
1655,Mi Vida De Borracho,Tony De la Rosa
1656,Chayanne,Torero
1657,Blanca Navidad,Tradicional
1658,Noche De Paz,Tradicional
1659,Feliz Navidad,Tradicional
1660,Estoy Perdido,Tres Ases, Los
1661,Noche No Te Vayas,Tres Caballeros, Los
1662,Amor Mio,Tres De Copas
1663,Amor Mío,Tres De Copas
1664,Divina Ilusion,Tres Diamantes, Los
1665,Embrujo,Tres Diamantes, Los
1666,Amor Que Malo Eres,Tres Diamantes, Los
1667,Carca del Mar,Tres Reyes, Los
1668,La Chona,Tucanes De Tijuana, Los
1669,El Tucanazo,Tucanes De Tijuana, Los
1670,With or Without You,U2
1671,Como Un Burro Amarrado a la Puerta del Baile,Ultimo De la Fila, El
1672,Lo Que Mas Te Ha Querido,Valdez Miranda
1673,Gloria,Van Morrison
1674,Sin Bandera,Ves
1675,Motivos (Un Motivo),Vicente Fernandez
1676,Yo Quiero Ser,Vicente Fernandez
1677,Novia Mia,Vicente Fernandez
1678,Tu Camino y el Mio,Vicente Fernandez
1679,Yo Quiero Ser,Vicente Fernandez
1680,Lastima Que Seas Ajena,Vicente Fernandez
1681,Por Tu Maldito Amor,Vicente Fernandez
1682,Las Llaves De Mi Alma,Vicente Fernandez
1683,Si Acaso Vuelves,Vicente Fernandez
1684,Aprendiste a Volar,Vicente Fernandez
1685,Lobo Herido,Vicente Fernandez
1686,De Que Manera Te Olvido,Vicente Fernandez
1687,Mujeres Divinas,Vicente Fernandez
1688,Las Llaves De Mi Alma,Vicente Fernandez
1689,No Volvere,Vicente Fernandez
1690,Me Voy a Quitar De Enmedio,Vicente Fernandez
1691,Sublime Mujer,Vicente Fernandez
1692,Amor De Dos,Vicente Fernandez
1693,Tu Camino y el Mio,Vicente Fernandez
1694,Aprendiste a Volar,Vicente Fernandez
1695,Yo Quiero Ser,Vicente Fernandez
1696,Entre el Amor y Yo,Vicente Fernandez
1697,Aca Entre Nos,Vicente Fernandez
1698,No Me Platiques Mas,Vicente Garrido
1699,Dos Hojas Sin Rumbo,Victor Cordero
1700,La Vida Es Un Carnaval,Victor Daniel
1701,Yo Se Que Te Acordaras,Victor Daniel
1702,Hermoso Cariño,Victor Fernandez
1703,Solo Pienso En Ti,Victor Manuel
1704,Quiero Abrazarte Tanto,Victor Manuel
1705,Quiero Abrazarte Tanto,Vitor Manuel
1706,Corro,VuELO Me Acelero - Timbiriche
1707,Cenizas,Wello Rivas
1708,Wake Me Up Before You Go Go,Wham
1709,El Baile del Perrito,Wilfrido Vargas
1710,Popotitos,Williams - Martinez
1711,La Playa,Xabier San Martin
1712,Palabras Tristes,Xaviar Santos
1713,Corazoncito Pum Pum,Yaguaru
1714,No Te Voy a Perdonar,Yaguaru
1715,La Locura,Yahir
1716,La Locura,Yahir
1717,Maldita Primavera,Yuri
1718,Yo Te Pido Amor,Yuri
1719,Es Ella Mas Que Yo,Yuri
1720,Yo Te Pido Amor,Yuri
1721,Es Ella Ms Que Yo,Yuri
1722,Y Ahora Juntos,Yuri-Oscar Athie
1723,Angel,Yuridia
1724,Dejame Volver Contigo,Yuridia
1725,Maldita Primavera,Yuridia
1726,Amame,Yuridia
1727,Mi Forma De Ser,Yuridia
1728,Como Yo Te Amo,Yuridia
1729,Sobrevivire,Yuridia
1730,Asi Fue,Yuridia
1731,Daria,Yuridia
1732,Lo Siento Mi Amor,Yuridia
1733,Si No Te Hubieras Ido,Yuridia
1734,Mentira,Yuridia
1735,No Bailes De Caballito,Zamudio
1736,La Nina Fresa,Ze Luis
1737,La Gota Fria,Zuleta Emiliano
